Company,Date,Headline,Summary,Score,Source,URL
Tesla,2026-02-02,Tesla Reveals FSD Subscription Numbers for the First Time - Not a Tesla App,"I apologize, but no article text was actually provided in your request. Without the specific article content, I cannot perform the analysis and extraction you requested. Could you please paste the ful",0.50,Not a Tesla App,https://news.google.com/rss/articles/CBMinAFBVV95cUxON25aTzB4eFJ4cGQ5NjVoTUI1bk5LT3JwcHlJbW9DTXllZGFiNzZnaWZKWlVzVlVUY0pQQjRZdXNnaW9ZV2lhbUxBY1JzbkZodVM0c1Y3NllmcF9pWExwUWU4N2ZTYU5Vd3JPbmljdV84WEdLc1U5QjFmM0h2N0JhaWRObGY1dFNMWFdrUU5XRVoyR2FQY0VCRDdLV2c?oc=5
Tesla,2026-01-28,"Tesla tops estimates for quarter, but wraps up first annual revenue drop on record - CNBC","Tesla reported quarterly earnings that exceeded analyst estimates, but experienced its first annual revenue decline in its history. The company's financial performance reflects challenges in the electric vehicle market and pricing strategies.",0.95,CNBC,https://news.google.com/rss/articles/CBMickFVX3lxTFBIcmNFZHZuaU5TbzVFaTJFSXBadWI1WUhtWXo2ck9jdnVFVmFQaFRnNHJlMVo2SUQ4MGcyMGg0V1Z2RDhLUnlqY3ppQ2N6SDF4RGhGOVhHaWtxSVFpNlI3dW8xTTBTZHBoV0xqaU9GRTBtZ9IBd0FVX3lxTE5feGdQZmdrcFdZWFRHZE9wY3dwd0p2dzNreGViMWtzTW5BMmRYM2lLWFFIX1BjaFRtdmdxZjhXX0NhaXhudlRTS0pfYkdWa0FEOEt5dXljbXVmM013a21scDgxc2VNN01FeTVPQTZWTUVjSDlhVUJZ?oc=5
Tesla,2026-02-02,The Elephant in the Room: What's Tesla's Plan With the Cybertruck in the New Era? - autoevolution,"I apologize, but no actual article text was provided in your request. Without the specific article content, I cannot analyze it or extract information. If you would like me to analyze a news article a",0.50,autoevolution,https://news.google.com/rss/articles/CBMixAFBVV95cUxPZHpzclEzTTJpUTJhbmxfYUpSaUs0SkNaMUwwa185YWt0amNUM3l6dUlTSGIwTmh4VW1yaThwbGVNWHdoVTZPTDJ3UXhsTlI4elZMX01WbWd4bk5WZ05HTWpNX1pmWDJOMjk0Zkt6aUpJOUZCSHNaMU1TOG1UYUZ3N2k5aDdIWFRrR1hvYUFkYkJXQkdKX3VONUIzN0RSRWRxQmRhcEUzZXp1djV6S0UtQjYtd2MxSW5kYjBGWU45d3dqdFVB?oc=5
Tesla,2026-01-29,Why Elon Musk is making a smart move by killing off Tesla’s Model S and Model X - MarketWatch,"I apologize, but I cannot actually analyze the article because no article text was provided in your request. Without the specific text, I cannot extract key details or generate an accurate JSON respon",0.50,MarketWatch,https://news.google.com/rss/articles/CBMiwwNBVV95cUxOa1R0VWFQQ2NsVUtaaHpiZ1d0aC1mUlVLaDRFb3dTaXNYeHRNb0VtRXp0a19QX2xTLUxSdlZyMWl2dkM5OHZQTjk1ZzZxZVdWa0VKYjB0bVZVXzc1OW4zSkltcWtuQ3doNl9BTm5jZ0N4NC1HZVJuek1iVU5ZR0cwVndaNUZacm15dDFiWG5aazZtWFhTTEdXNmgxeGxwR1BCcUVVT01lamRnQmU5WWR3RVl1WTVidnFEVXFVR0gzS0pON29ab2NTNm1XMG5LWlhNQUtoak9ta3VHSW1lT2RQTjQ1UjFyb1llU1dPeVZUaWEtYXFZcW02aGN4ZTVfM0gzVjJmSlRMWUNkS3QzUXAzZFJmZWhpTTQ1WHoxSUZmU1VDU0dMQU9MMWpWeUJtVWJ5dFNGVWFpTElNazdlaFZka1pia0d3aXNGMndjaGhPZXlzQ3Y3ckpfMTZmVW9QYXZZN1pCc3FHOWdtWUQwbkpQZUxRM2FvZnpYdjJpbjZzLU9QQktjOVBwYjMxZzJFdVJ1eVR4SjhJYXVaU2N5QUhQYjNycWw3V3lxbkE2a3ZaQlMwYTJ6dGxSSkhEUXJMUXdkYWdz?oc=5
Tesla,2026-01-29,Why Elon Musk is making a smart move by killing off Tesla’s Model S and Model X - MarketWatch,"I apologize, but I cannot actually analyze the article because no article text was provided in your message. Without the specific text, I cannot extract key information or generate a meaningful JSON r",0.50,MarketWatch,https://news.google.com/rss/articles/CBMiwwNBVV95cUxOMW1MUTFJangwV1A1VUlFanVmX25wV205bVFsQWk1alljTktIYXFLMDV4aVpSUmROX2FzS0ZDTXhqLXc5RFgwWFBFMk52d3UxY01xT2NManR3aV9kRkViOGl1ajBHRG5GQ0N1YjZVcV9wdXRSd0hqM25VNThWSDNJZUFLcGxVVVpJOUZEcnpGWFh6cXhqbk5kdlQ4ZEtWbGJCczB4aGpZSU9IZkJSZDFsMnhLazkxSlBWZHFOdXRNQ1dmODVOYnE4ZzJ4YlRnUmk0cGgwUTI5T21feWNmdkk0cWVjZlFyTUZqYmUtODdDUEZpejZ0emFaMDlrVXdXSXhBaW1scTRROXk3Ym4zVXNvNk03aTJDZnhMa3NxRUljNkl3c1VZM0xyMWtZdDQ4VjgtOVJuVUpGX0hEU2d6WDRoTVZ0cDBRU0UxcHlfaWdTazBxNms2NTJoemlCUzNlOUNCRlVJNGNsMUFlYW9QYjd4VmNnd2lscmFQbUNESWVnN1hPS2lVSEpFcU0tSC1TYjZnbE1qTk9GXzhaejZ1R1puVk9RMXRYLW5tQTRKcDBVX2t3MWhkS1ZsYU50QzFRY0VKWkU0?oc=5
Tesla,2026-02-02,"Tesla Norway Records Worst Month in 3 Years, Sweden Sales Jump 26% in January - eletric-vehicles.com","I apologize, but no actual article text was provided in your request. Without the specific article content, I cannot analyze it or extract information. If you would like me to analyze a news article a",0.50,eletric-vehicles.com,https://news.google.com/rss/articles/CBMisAFBVV95cUxNcUNrdkhid3FTYUE0aHR4WENHQ3J2Zy1FcTktS2VUd1lPZmphaGFJQS1RUVlack8tTE81MWFpU0IxVXB4OXVFZS1qbndtT2dJQWliTXNIN3VKSGRZRXAwMm1LMjBmNk9HZlVxMUF2Tmd6eDhCZkhSdDRqY1Y4WnFnWVlKYUVPM1hsTFdKZWhVVXFSUmVYNkVGeUNZeEpTYi1Wc1FaS3RiUWVWOEdxa3g0bg?oc=5
Tesla,2026-02-02,Inside Tesla's $20B Capex Plan: How TSLA Is Shaping Its Future - Nasdaq,"I apologize, but no actual article text was provided in your request. Without the specific article content, I cannot perform the analysis and extraction you requested. 

If you would like me to analyz",0.50,Nasdaq,https://news.google.com/rss/articles/CBMikgFBVV95cUxNNTAxREpYOHFZYXNUQTlLN0pZajMxbTFQMU42bzZ5Q3UzZjBDVWwyZ3hhcmN0NWhRUVJOR0VmQ3l4N01BQXZKb0hJYlVGd3dyVkoyTU8waUI5d0Q5UU1rVmMwQUQyWThQbXFoS1ZoN2RvcWk5dGhZejhQTzRGbjdvMDhPVzV6ZlhOZzlhTndiYWZLdw?oc=5
Tesla,2026-02-02,Elon Musk loses Tesla's 'Cybercab' trademark after one astonishing mistake - UNILAD Tech,"I apologize, but no actual article text was provided in your request. Without the specific article content, I cannot analyze it or extract information. If you would like me to analyze a news article a",0.50,UNILAD Tech,https://news.google.com/rss/articles/CBMirAFBVV95cUxQekZ2X2JlcHF1ODljc1MwVkE2UmJmM3BxdzBiRFZnVmdqV0RTTTNfQWJuVWdXWWFMbDNQa0lSQ0lUUFdjcVVFMHdRcjJ4MEMwTlNHNlJoS1JHNjJvVHFCQ3RXcTJzZXZ1WlE1MkJiMGp0MFoyOGloaXRKNmk3d2k0WGpyVjJoZ25hcUFlZFM3YWxXb2VZbTVJVG43R3hRX1RnWUlxMzFfR1BGc2N6?oc=5
Tesla,2026-02-02,"Tesla Profits Pummeled from Protests, DOGE and ICE - LA Progressive","I apologize, but no actual article text was provided in your request. Without the specific article content, I cannot perform the analysis and extraction you requested. If you would like me to analyze ",0.50,LA Progressive,https://news.google.com/rss/articles/CBMiekFVX3lxTE1Mb3FIUmVrRjM0Y2ZmaGZKaWJYdDVvWVhQdGFRTEkyS0FvYzVVODUyQmtiRmtaRUJ1NGpkYnU2OWNvNTF5ZlBrbTJWbV8zYWxZVFA3SndMZmNldHFpM2xZYnNkcjlqbnBFMnhadnlvQkN2TjhmV2Q0X21B?oc=5
Tesla,2026-02-02,Tesla's Robotaxis No Longer Have Safety Drivers In This US City - bgr.com,"I apologize, but no actual article text was provided in your request. Without the specific article content, I cannot analyze it or extract the requested information. If you would like me to analyze a ",0.50,bgr.com,https://news.google.com/rss/articles/CBMikgFBVV95cUxPLUNVN3dXTjkwdVFHUlpCdGxBSkN5M01SZ2x1c1dLWUdRaDYxNWhGZXVVQTFFbVo4RFdGUTJPelVRclpxNE1XTHJqbjZFSG9uRTZzMWltRVE5U2FuSlFVUzJxTzYyMEI5NTU0M0N1cUFOT09RemhiVllKVExTT1hSbDhsSGlCc2JqS1FFem9KZlk0UQ?oc=5
Tesla,2026-02-02,"ICYMI | Spielberg completes EGOT, Elon to shift Tesla to robots, Trump threatens to sue Trevor Noah - kcentv.com","{
    ""summary"": ""A brief mention suggests Elon Musk plans to shift Tesla's focus towards robotics, though specific details are not provided in this headline."",
    ""relevance_score"": 0.4,
    ""signal",0.50,kcentv.com,https://news.google.com/rss/articles/CBMikgJBVV95cUxNUEhCcFIxMU01d29WVFoyTVNqQVdHcUhYR3dYbkNZNlRMVFZKaWlIZ0Q2c294NktDcDdSNEhiWDBUZnpBQUN0WExiZVFOSVI1aHM1WUg5ZTN1VFB5bmxyckpVeDYta1kzWWd2Rmcza1l0TXpfUWlGM04tODVVeGFienFlbGtwNkJaQ3lfbWl2czlPY1U1SWRWS0I5UXI3QTJDd3BGS1ZyMUUySDdWamduY0lEbGtNM3ROMlNzbDJlUDhhSVZKZWYyNmJvTGVEWTlhNUFvc3dMX0lUNGdtSFQ5UW1pN3pCTnk4el9Uc2JGUGUwTEplUWljaVplVEVRZHJyeEk3VGZYN0lMLURxQmdtbTNR?oc=5
Tesla,2026-01-29,Tesla is committing automotive suicide - Electrek,"I apologize, but I cannot analyze the article because no actual text was provided in your request. Without the specific article content, I cannot extract key information or generate a meaningful JSON ",0.50,Electrek,https://news.google.com/rss/articles/CBMidkFVX3lxTE5KeFBlY0FlM3B3aGZ6QVNIYk11TFRaY3RuTzU5QzgtZ2dMZFRyZURmZUo3aElyM05NQno1U0g1RHlSbm1wNzlGbU5KaUdnUVRoY2Y2RUhHbUNtc0x2ZlZFd215WE56eGUyTk1EVmtyTVdpUEoyVnc?oc=5
Tesla,2026-01-29,Tesla plans $20 billion capital spending spree in push beyond human-driven cars - Reuters,"Tesla is planning a significant $20 billion capital investment to expand its manufacturing capabilities and advance its technology beyond traditional human-driven vehicles, signaling an aggressive growth strategy.",0.95,Reuters,https://news.google.com/rss/articles/CBMi2AFBVV95cUxOS2phRzllUWhwMzBjMXg1UkJlN1VFWXljbG5LTlJSQkdCNFJONEx1bG9NUXF6S09yaXlXUkhKeVdGVHE3N0o1eUwwNjEtYmctcjJ2RUNRUC1TMWxpX1FzYjhyVklubFRoT1NwQTVQYVdfVC1QN3B3RHE2c0ptZlRMQmIzSEpELWFkSWExRUJ6blkxS05VQWxESmVJSTg0aGtIUlJpNUh2UDJ3NnEwbkFZbHlCMlR2OVNtRFcwZ0ZrR01HUHVId3owWWV4MmdzUmxtcXhmRFRmRXE?oc=5
Tesla,2026-02-02,"Tesla's 'Annoying' FSD Can't Even Handle A Sunny Day, Ross Gerber Says - Benzinga","I apologize, but no actual article text was provided in your request. Without the specific article content, I cannot perform the analysis and extraction you requested. If you would like me to analyze ",0.50,Benzinga,https://news.google.com/rss/articles/CBMiugFBVV95cUxNVHVDbGFNWjZJTUdaaGppRUZfMTloSGtYMWdaaW9xdTc4Q19GdmpUcEJqQ2d6OVVqck5XRjU5OEthMGNOX1NnTjh2SjdtSG1XYndSSFNpM2pURWRGOU5IYTVpZ2g4U01NTHRBbEFNc3hQU0JKVWotaTNjRjRQWXhIMDNmWU1KOXBHRmk3Vm1ZYWxKclEzNHZ0Z2x4cWYzN2JQU2dzVk5LYndTdmZYNy1fT2xsamFxdXgxaHc?oc=5
Tesla,2026-01-30,Why Tesla Stock Popped Today - The Motley Fool,"I apologize, but no article text was actually provided in your request. Without the specific article content, I cannot analyze it or generate the JSON response. If you'd like me to analyze a news arti",0.50,The Motley Fool,https://news.google.com/rss/articles/CBMie0FVX3lxTFBUWUZSV3pLNVl6ZWpwUEFFeUtpblhmQTB6NXpVWGpqeHZXRm1kUFAwaUxPeHBsaEFGRTFvNmd5ZGFEbHpaRGZnS2N0QjlHUGxQRVQwX1pVM2kxQWVYb1ptUUtGMFNlSENBRVYyWEpHX0g2MTVhcmc0NnItZw?oc=5
Tesla,2026-02-02,"January's Fireworks Finale - Metals Melt Down, MAGS Are Mixed Up And Tesla Pivots - Seeking Alpha","I apologize, but you have not actually provided the text of the news article. Without the full text, I cannot analyze its content or extract key information. If you would like me to help you, please p",0.50,Seeking Alpha,https://news.google.com/rss/articles/CBMiswFBVV95cUxONWJsR05uSHRGOHBtb3A2WjB1N2pzWnVSN2NKaEJmOXFtNzB6UGRjbXB2TWJMcmRVMmpNcU9iZ3pmN2U3WTl2eVpXQWJQSVQ1ckZadWZoS1VEWkllQWJ2MDN2QVlPTkFuOXBtZU1vTkZZOVJCNjlpMWJxY1FjZDcxRDVfSzEwQUZaWVZ0UlNaeEN5bS12N3BQZzVEdkNFaGVGRnpXb2h3VXZVZllPQ21za0xWTQ?oc=5
Tesla,2026-01-28,"Tesla to Invest $2 Billion in Elon Musk’s xAI, Cancel Two EV Models - The Wall Street Journal","I apologize, but I cannot actually analyze the article because no article text was provided in your request. You've only shared a headline, which suggests some details about Tesla investing in xAI and",0.50,The Wall Street Journal,https://news.google.com/rss/articles/CBMiigNBVV95cUxQWE9oYnBNS2VUV3phSV8wMkJmOG1TRUpoQkxONTQwcmpsd3hPZVpMOFJKLWM3elJuOGdXXzhZaGpBX29icmVDUkhDNjBKUzVJNDhkSW1od0FfbmZ0VHNqb3BEenliVk1hNFJUMlZCSUtwUFFET052U1FHX2JKUnFvRzN4YzJ0VkJ3YW9ZM0NzOVY2SHJXd0VMY3hkT2RuR2VQcHRhMl9CTWwwVkpzRnBFczhTdjAyWlltTXNyOS05c2IyaWk1Uk1DaFgxVWo2MHlLYVZ4STFZbFNnSUZ1ZDd0SEQwM25faGg2b1hDZU1KaEhoZlE0OU8zanNOWUFzMXMxWUFTbGxsbFNXRmtPRVJsSER2SFBaRkM1TEp0UWR2VS14M056UW5ZbXRJOWx4TmQ3cTgzZFJ6TzdZdVVpb2VyaWw0clRpRGxPWEVMWm8tbFllbTdSY1Q0bWM0Y2FLVGFHUEt1YThjNTh5cVM1WUlJLW9KM0IzczFTRktyNnZUS3ZsVVdzUE1oZzVR?oc=5
Tesla,2026-01-28,"Tesla to Invest $2 Billion in Elon Musk’s xAI, Cancel Two EV Models - The Wall Street Journal","I apologize, but I cannot actually analyze the article because no article text was provided in your request. You've only shared a headline, which suggests some details about Tesla investing in xAI and",0.50,The Wall Street Journal,https://news.google.com/rss/articles/CBMiigNBVV95cUxNU3FvWW5PeE9xUHZCamFVdUw1cl84LW93ZlFVZGZuc0xVcDdfQzkzSTlZZlRSYzQ3V3psZUR6aVFnRHJuemhGQnBpZkNrMU1nWXJ3SEQxVTJIV1Jqd3YwODBvTVFNNl8tMXY1b0RVT3dBNkoyNFpwVGVjMnlWY0JqbjdwZV9OUkhMWlQ1OFRXX19YV0poeDlGUjJkS3FMWDc5WUdvY1RSYXBQUTBFMlM0TGU3amR4X0wxUnRqQ0p6VUxfeHZnSjdtLUJvRHYxWHVYV201YzR1SkdyYTczX2FTV1RrZFE2UzRwM0U1Z2NpNzhfajlKRmdjMDJzcTVUNDA4NDNocU5DTHlyTFR6MzJ1bTFodEk3cEg1SkhFT3Nya1dCakJMZDJZQ0Q4ZUNITVZOTnF3RWMyaEw2ek1iZlQxZmt2ejI3eVpvZ2V3OGlhMmZBS1Q4LVBCdEpLcTdRVDh1M29Wd2IxVU10LVlSUzVTemdpbGk4aEVDa2x3U3ZXTWIydGhzb3RJdzJ3?oc=5
Tesla,2026-02-01,Waymo’s Valuation Is More Than Doubling. What That Means for Tesla. - Barron's,"I apologize, but no actual article text was provided in your request. Without the specific article content, I cannot analyze it or extract key information. If you would like me to analyze a news artic",0.50,Barron's,https://news.google.com/rss/articles/CBMiggNBVV95cUxOVTVycWwxUklvM3Q5M3V2Tl9Yb0N0RFdHdlREUFV0TmVPMkQ2LUJydzc0OGZESEZrYXhocWNYby1ERnM5dGkwOUp0aGVsT1dyMUZRQ2plaVZJYmtqR21RUHJNTmVhRU4yTGUxb3lrWkdqcFlsT18tUm12RWRiLWswTGZYUF9WSEI2Wl9rOWpTbVc0blFwdVRBMmtSMkc0M2piZ1ZkUDlFZThBbHdtUVRCVWYxLXI5X0IxSFQza2RpTER5WC1EM2RtY1BENkFtTldRYUtTLXRuZy1vX2V3UnhxZ2JqdlZOVjNzRmJIQ0Fxald3cXVEaXdpdFBxTmVOV2wwYi1RdWpVcEFWYTUzMUJLcTZWXzZlSG5VcFRHUkQ3Mnk2N3FFa1NldzlWSTJzdHQwU0RZb0x6Qy0tVUNieVZJM2kwRXlfNkttd0VLZzFyaXNDLUJaNFgzOWVUZ3N2ZHZLc01ncm83allFTzNUc2cyQ0ozeURzLTNXNWp3VGtxYVFJZw?oc=5
Tesla,2026-02-01,Waymo’s Valuation Is More Than Doubling. What That Means for Tesla. - Barron's,"I apologize, but no actual article text was provided in your request. Without the specific article content, I cannot analyze it or extract key information. If you would like me to analyze a news artic",0.50,Barron's,https://news.google.com/rss/articles/CBMiggNBVV95cUxPVjVuNUZHT3hPZzFsQ3VpM0xhNkJBeUxFZEdla2NJTHBHSnk5VUo4dEFHbEJ0eXQzQjlZX3BFVm1WVW5GZnVBYTBXVmllYXFIZjV2Y2xHcFpkOXFTSE1VcU9SSkl6WUE3MWN0eWJPNmZxcldPSlBWSUZBU1FoT3otWEMzVDhnYkRvc2xZOThsRWlXdFoyNWE5SVdENlpLVkk2bk1TcnQyam1SbWIyajZXeEczMXlsTWFiYjdLSlIwZWhaT2lzTng0SDJQMVYtc29vd0hPQmx6WHVNMmZsYVNCdGUtby11M28yVTJEWEhMRTZLQkxFM1RNZFZEMjlGOW1UWE1UUzlkanczV2l0V0laNFQ0VFM0c0FlNTNDLU1LWUhZNFRfREhVRVlJc3c0djkzZDhZMVRuWnFpc1IxOWxteXpPd19kcEJHT2Jtb1FsVy0wU1JBeWIzbk9YX2VHX01KSWRfdk96OTAtQUhhMm9kS2JyN1JrdnZBdFMzMmNlQ0ozdw?oc=5
Tesla,2026-01-28,Tesla scraps Model S and Model X to build robots - CNN,"I apologize, but no actual article text was provided in your request. Without the specific article content, I cannot analyze it or extract information. If you'd like me to analyze a news article about",0.50,CNN,https://news.google.com/rss/articles/CBMib0FVX3lxTE8yTmZKdWV0TWgyTm9vV2pyYWdZRjU0Y0lWeXhySm8tMUhRT0tmSzEwWWpxbnpZZ25HU3ZZVWdMZE8wU3REV2diTkl2LXF3WXBPenBPU2VMV01hWmZPRDE0akdxYzJtNlk4TTFiWWFLaw?oc=5
Tesla,2026-01-29,"Tesla profits slumped 46% last year, as it lost its crown as the top EV seller - NPR","Tesla experienced a significant 46% drop in profits in the previous year, and lost its position as the top electric vehicle seller in the global market.",0.95,NPR,https://news.google.com/rss/articles/CBMickFVX3lxTFAtb1YtbURqR2xMMEp6ZDhEQUN6ZTBVX054Q1ZxSlAyeVU3aUtnNXVnM1RHeWpGcWVVeEFkOGZlVWVBM241Z29QSzBpYmlvUU5wNWlDQ1kwUjhZR3RrR3pOMjRsWWpIcGhGZ2lDcTFFaGFPdw?oc=5
